title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery,email,phoneFromWebsite
Movibio Curitiba Energia Solar,https://www.google.com/maps/place/Movibio+Curitiba+Energia+Solar/data=!4m7!3m6!1s0x94dce587bf4c9895:0x6b9920693506f316!8m2!3d-25.4157602!4d-49.2475384!16s%2Fg%2F11k9p6938n!19sChIJlZhMv4fl3JQRFvMGNWkgmWs,https://arturmedeiros.eng.br/movibio-4/,Data found,,,,Empresa de energia solar,"Estamos no Artis Coworking! - R. Padre Germano Mayer, 2200 - Hugo Lange, Curitiba - PR, 80040-170, Brasil",+55 41 99190-4821,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@arturmedeiros.eng.br,+55 41 99190 4821
Frota Solar,https://www.google.com/maps/place/Frota+Solar/data=!4m7!3m6!1s0x25325523779530bf:0x605bab89677d100d!8m2!3d-25.3975786!4d-49.2381877!16s%2Fg%2F11t29qlv52!19sChIJvzCVdyNVMiURDRB9Z4mrW2A,https://www.frotasolar.com.br/,Data found,,"5,0",3,Serviço de energia solar,"R. Costa Rica - Bacacheri, Curitiba - PR, 82510-180, Brasil",+55 41 99935-8444,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",frotasolar@frotasolar.com.br,(41) 9 9935-8444
MERIDIAN ENERGIA SOLAR,https://www.google.com/maps/place/MERIDIAN+ENERGIA+SOLAR/data=!4m7!3m6!1s0x94dce51239d185db:0xa712164520297e7!8m2!3d-25.4578936!4d-49.2262529!16s%2Fg%2F11j3txs2nh!19sChIJ24XRORLl3JQR55cCUmQhcQo,http://www.meridiansolar.com.br/,Data found,,"5,0",29,Equipamentos e soluções de energia,"R. Cel. Joaquim Lacerda, 892 - Jardim das Américas, Curitiba - PR, 81530-160, Brasil",+55 41 99912-8299,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",atendimento@meridiansolar.com.br,(41) 99912-8299
Enerzee - Energia Solar - Região Sul,https://www.google.com/maps/place/Enerzee+-+Energia+Solar+-+Regi%C3%A3o+Sul/data=!4m7!3m6!1s0x94dce3757434daf1:0x775f5481496c6650!8m2!3d-25.4371245!4d-49.3075692!16s%2Fg%2F11nw9jqs1b!19sChIJ8do0dHXj3JQRUGZsSYFUX3c,http://www.enerzee.com.br/,Data found,,"5,0",2,Fornecedor de equipamentos a energia solar,"Rua General Mário Tourinho, 1746 Edifício Barigui Business Center, 16º Andar - Bigorrilho, Curitiba - PR, 80740-000, Brasil",+55 41 3052-9573,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@enerzee.com.br,(65) 3634-7877
GR Energia Solar Curitiba | Instaladora de Sistemas Fotovoltaicos,https://www.google.com/maps/place/GR+Energia+Solar+Curitiba+%7C+Instaladora+de+Sistemas+Fotovoltaicos/data=!4m7!3m6!1s0x94dce3c777ddb691:0xfe56930340b5c95f!8m2!3d-25.4585688!4d-49.3555769!16s%2Fg%2F11s7tk2y1h!19sChIJkbbdd8fj3JQRX8m1QAOTVv4,http://grenergiasolar.com/,Data found,,,,Fornecedor de equipamentos a energia solar,"Rua Ladslau Gaudeda, 814 Cidade Industrial de Curitiba (CIC, Curitiba - PR, 81270-130, Brasil",+55 41 99994-4189,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,(41) 99994-4189
Domínio Solar Energias Renovaveis,https://www.google.com/maps/place/Dom%C3%ADnio+Solar+Energias+Renovaveis/data=!4m7!3m6!1s0x94dce3efde45a6d3:0xc660b83103b0fa3e!8m2!3d-25.4372347!4d-49.3290448!16s%2Fg%2F11gnrg0b7j!19sChIJ06ZF3u_j3JQRPvqwAzG4YMY,http://www.dominiosolar.com.br/,Data found,,"4,8",17,Fornecedor de equipamentos a energia solar,"Rua Grã Nicco, 113 - 4 andar - Mossunguê, Curitiba - PR, 81200-200, Brasil",+55 41 98829-4555,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Sol Vivo Energia Sustentável,https://www.google.com/maps/place/Sol+Vivo+Energia+Sustent%C3%A1vel/data=!4m7!3m6!1s0x94dce79d2bb41fb5:0xb032b4c1cdada448!8m2!3d-25.4021869!4d-49.282926!16s%2Fg%2F11swxqt198!19sChIJtR-0K53n3JQRSKStzcG0MrA,,No website found,,,,Fornecedor de equipamentos a energia solar,"Av. Desembargador Hugo Simas, 1948 - Bom Retiro, Curitiba - PR, 80520-250, Brasil",+55 41 99574-6274,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Work Solar - Curitiba,https://www.google.com/maps/place/Work+Solar+-+Curitiba/data=!4m7!3m6!1s0x94dce7f740154d0f:0xa51a7e5e6616b286!8m2!3d-25.4196192!4d-49.2058335!16s%2Fg%2F11p5mh5zl1!19sChIJD00VQPfn3JQRhrIWZl5-GqU,https://instagram.com/worksolar.curitiba.sul?utm_medium=copy_link,No data found,,,,Empresa de energia solar,"Rua Pedro Eloy de Souza, 992 - 3 - Bairro Alto, Curitiba - PR, 82820-130, Brasil",+55 41 99712-3890,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Energy Brasil Curitiba,https://www.google.com/maps/place/Energy+Brasil+Curitiba/data=!4m7!3m6!1s0x94dce15ec7824f91:0x1ce00a0dfca56234!8m2!3d-25.3924211!4d-49.3337802!16s%2Fg%2F11jylxx5l3!19sChIJkU-Cx17h3JQRNGKl_A0K4Bw,https://franquias.energybrasilsolar.com.br/337-curitiba-pr/,Data found,,,,Fornecedor de equipamentos a energia solar,"Rua Francisco Dallalibera, 1474 - Santa Felicidade, Curitiba - PR, 82400-390, Brasil",+55 41 99197-0789,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",rafael.oliveira@energybrasilsolar.com.br,
Bws Energia Solar,https://www.google.com/maps/place/Bws+Energia+Solar/data=!4m7!3m6!1s0x94dcfb57eadf14e5:0xcba51d062902d644!8m2!3d-25.5019692!4d-49.2829784!16s%2Fg%2F11hbk4mg82!19sChIJ5RTf6lf73JQRRNYCKQYdpcs,https://www.bwsenergiarenovavel.com.br/,Data found,,"5,0",47,Empresa de energia solar,"Rua Major Sebastião Izidoro Pereira, 362 - Capão Raso, Curitiba - PR, 81110-300, Brasil",+55 41 3209-4711,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@bwsenergiarenovavel.com.br,(41) 3209-4711
CZL Energia Solar,https://www.google.com/maps/place/CZL+Energia+Solar/data=!4m7!3m6!1s0x94dce3559f782079:0x48da2c8bbd404081!8m2!3d-25.474511!4d-49.2952674!16s%2Fg%2F11n06h0sx9!19sChIJeSB4n1Xj3JQRgUBAvYss2kg,https://api.whatsapp.com/send?phone=5541984364239&text=Ol%C3%A1%2C%20vi%20sua%20empresa%20no%20Google%20e%20gostaria%20de%20fazer%20um%20or%C3%A7amento%20de%20instala%C3%A7%C3%A3o%20de%20energia%20fotovoltaica.,Data found,,"5,0",31,Fornecedor de equipamentos a energia solar,"R. João Bettega, 101 - Sala 97 - Portão, Curitiba - PR, 81070-000, Brasil",+55 41 98436-4239,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,+55 41 98436-4239
Solar Volt Energia,https://www.google.com/maps/place/Solar+Volt+Energia/data=!4m7!3m6!1s0x94dce5c27c41c6a1:0x7edc284cc1d686db!8m2!3d-25.4047174!4d-49.2411104!16s%2Fg%2F11ky4t_ylf!19sChIJocZBfMLl3JQR24bWwUwo3H4,http://solarvoltenergia.com/,Data found,,,,Empresa de energia solar,"R. Peru, 275 - Bacacheri, Curitiba - PR, 82510-140, Brasil",+55 41 99655-3049,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@solarvoltenergia.com,+55 41 99655-3049
EGNEX,https://www.google.com/maps/place/EGNEX/data=!4m7!3m6!1s0x94dce38f882a84bd:0x3faf4fc14167b8c2!8m2!3d-25.4465907!4d-49.2454182!16s%2Fg%2F11btlzd4p7!19sChIJvYQqiI_j3JQRwrhnQcFPrz8,http://www.egnex.com/,Data found,,"5,0",7,Fornecedor de equipamentos a energia solar,"Av. Com. Franco, 1341 - Jardim Botânico, Curitiba - PR, 80215-090, Brasil",+55 41 3156-3331,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",orcamento@egnex.com,(41) 99957-3331
Energia Solar,https://www.google.com/maps/place/Energia+Solar/data=!4m7!3m6!1s0x94dce4d0cefaaaab:0xca26a42c8f63369e!8m2!3d-25.4738159!4d-49.2490975!16s%2Fg%2F11j3x11zwm!19sChIJq6r6ztDk3JQRnjZjjyykJso,,No website found,,,,Fornecedor de equipamentos a energia solar,"R. Maj. Fabriciano do Rêgo Barros, 399 - Hauer, Curitiba - PR, 81610-170, Brasil",+55 41 3408-9247,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Effect Energia Solar Santa Felicidade,https://www.google.com/maps/place/Effect+Energia+Solar+Santa+Felicidade/data=!4m7!3m6!1s0x94dce1ed6c6c6005:0xd456b3eab9fc6a5!8m2!3d-25.3986173!4d-49.3424825!16s%2Fg%2F11t2p_0ny0!19sChIJBWBsbO3h3JQRpcafqz5rRQ0,http://www.effectenergiasolar.com.br/,Data found,,,,Fornecedor de equipamentos a energia solar,"Av. Manoel Ribas, 7525 - Santa Felicidade, Curitiba - PR, 82400-000, Brasil",+55 41 99993-0359,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,43 99611-7094
Pró Sol energia solar,https://www.google.com/maps/place/Pr%C3%B3+Sol+energia+solar/data=!4m7!3m6!1s0x94dce15c182dae9d:0x6c63980d9ade2025!8m2!3d-24.6167086!4d-51.3214211!16s%2Fg%2F11g6nj701r!19sChIJna4tGFzh3JQRJSDemg2YY2w,https://pro-sol-energia-solar.negocio.site/?utm_source=gmb&utm_medium=referral,Data found,,,,Fornecedor de equipamentos a energia solar,,+55 41 99266-8448,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,(41) 99266-8448
Solar Infinity Tec,https://www.google.com/maps/place/Solar+Infinity+Tec/data=!4m7!3m6!1s0x94dce57fa9019bf1:0x10427a108ce45fd7!8m2!3d-25.4189262!4d-49.2502151!16s%2Fg%2F11tx2v1c_x!19sChIJ8ZsBqX_l3JQR11_kjBB6QhA,http://solarinfinitytec.com.br/,Data found,,"5,0",9,Empresa de energia solar,"R. Humberto Carta, 96 - Hugo Lange, Curitiba - PR, 80040-150, Brasil",+55 41 99636-2885,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@solarinfinitytec.com.br,(41) 99636-2885
Energia Solar Curitiba,https://www.google.com/maps/place/Energia+Solar+Curitiba/data=!4m7!3m6!1s0x45e8849d8da7a4f9:0x5d5b1a5ee0345a4!8m2!3d-24.6167086!4d-51.3214211!16s%2Fg%2F11rd2l7zbp!19sChIJ-aSnjZ2E6EURpEUD7qWx1QU,https://www.facebook.com/energiasolarfotovoltaicacwb,No data found,,,,Usina solar fotovoltaica,,+55 41 98898-8597,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Independent Energy,https://www.google.com/maps/place/Independent+Energy/data=!4m7!3m6!1s0x94dce432d7219103:0xd85014fc52de5c80!8m2!3d-25.414108!4d-49.2440499!16s%2Fg%2F11c5856wfn!19sChIJA5Eh1zLk3JQRgFzeUvwUUNg,http://www.independent-energy.nl/contact,Data found,,,,Fornecedor de equipamentos a energia solar,"R. Jaime Balão, 976 - Hugo Lange, Curitiba - PR, 80040-340, Brasil",+55 41 99807-3456,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",info@independent-energy.nl,
Playsol Energia Solar S.A.,https://www.google.com/maps/place/Playsol+Energia+Solar+S.A./data=!4m7!3m6!1s0x94dce59947088ca5:0xe4c7138c39a14aa7!8m2!3d-25.4783201!4d-49.2670948!16s%2Fg%2F11rg7bzjdk!19sChIJpYwIR5nl3JQRp0qhOYwTx-Q,,No website found,,"5,0",8,Fornecedor de equipamentos a energia solar,"R. Maestro Francisco Antonello, 866 - Fanny, Curitiba - PR, 81030-100, Brasil",+55 41 3205-6137,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
TNR Solar,https://www.google.com/maps/place/TNR+Solar/data=!4m7!3m6!1s0x94dce3695c4b2591:0x66dba965873c740f!8m2!3d-25.4527734!4d-49.2985794!16s%2Fg%2F1ptxf5z2p!19sChIJkSVLXGnj3JQRD3Q8h2Wp22Y,http://www.tnrsolar.com.br/,No data found,,,,Empresa de energia solar,"R. Prof. João Argemiro Loyola, 20 - Seminário, Curitiba - PR, 80240-530, Brasil",+55 41 3206-3628,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
NPF Energia Solar Curitiba,https://www.google.com/maps/place/NPF+Energia+Solar+Curitiba/data=!4m7!3m6!1s0x94dcfb4fe9d7b0bb:0x66ffa09f16f7acc4!8m2!3d-25.5039302!4d-49.2660352!16s%2Fg%2F11spwhjvx6!19sChIJu7DX6U_73JQRxKz3Fp-g_2Y,http://npfsolar.com.br/,Data found,,"4,9",8,Empresa de energia solar,"Rua: Moacir Potier, 110 - Xaxim, Curitiba - PR, 81810-535, Brasil",+55 41 99161-7351,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@npfsolar.com.br,(41) 991617351
Deka Energia Solar e Elétrica,https://www.google.com/maps/place/Deka+Energia+Solar+e+El%C3%A9trica/data=!4m7!3m6!1s0x94dcfd0206ecbca1:0x279d293d47d6fe58!8m2!3d-25.4288697!4d-49.2577783!16s%2Fg%2F11s_xvdy7s!19sChIJobzsBgL93JQRWP7WRz0pnSc,,No website found,,,,Empresa de energia solar,"R. Ubaldino do Amaral, 927 - Alto da XV, Curitiba - PR, 80045-150, Brasil",+55 41 99960-9467,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Sawia Solar,https://www.google.com/maps/place/Sawia+Solar/data=!4m7!3m6!1s0x94dce5b433f90285:0x35c51b7db9865d89!8m2!3d-25.4201369!4d-49.2484189!16s%2Fg%2F11pt_591rn!19sChIJhQL5M7Tl3JQRiV2GuX0bxTU,,No website found,,"5,0",11,Fornecedor de equipamentos a energia solar,"R. Padre Germano Mayer, 1717 - Hugo Lange, Curitiba - PR, 80040-170, Brasil",+55 41 3308-2884,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
FHR SOLAR,https://www.google.com/maps/place/FHR+SOLAR/data=!4m7!3m6!1s0x94dce552b6c05b63:0x7e906ce3471a91b3!8m2!3d-25.4757963!4d-49.2462361!16s%2Fg%2F11mbq4pv57!19sChIJY1vAtlLl3JQRs5EaR-NskH4,,No website found,,"5,0",44,Fornecedor de equipamentos a energia solar,"R. Carlos de Laet, 1390 - Hauer, Curitiba - PR, 81610-050, Brasil",+55 41 99268-9053,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
SER ENERGIAS - OBEN POWER,https://www.google.com/maps/place/SER+ENERGIAS+-+OBEN+POWER/data=!4m7!3m6!1s0x94dce5f08cc4de51:0x944163d590009bb3!8m2!3d-25.4098961!4d-49.2257269!16s%2Fg%2F11h6m7ypwp!19sChIJUd7EjPDl3JQRs5sAkNVjQZQ,,No website found,,,,Fornecedor de equipamentos a energia solar,"Rua Paulo Ildefonso de Assumpção nº 665 Bacacheri - Jardim Social, Curitiba - PR, 82520-700, Brasil",,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Ilumi Energia Solar,https://www.google.com/maps/place/Ilumi+Energia+Solar/data=!4m7!3m6!1s0x94dcfd94ea9a85a1:0x21852054f8e7b5fb!8m2!3d-25.4996645!4d-49.2953246!16s%2Fg%2F11rjtsl54c!19sChIJoYWa6pT93JQR-7Xn-FQghSE,http://www.ilumienergia.com.br/,Data found,,"4,8",9,Fornecedor de equipamentos a energia solar,"R. Dr. Manoel Linhares de Lacerda, 84 - Capão Raso, Curitiba - PR, 81110-100, Brasil",+55 41 99121-4455,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Energia Solar Ws,https://www.google.com/maps/place/Energia+Solar+Ws/data=!4m7!3m6!1s0x94dce551224d7f8f:0xa1a4c596c492c199!8m2!3d-25.4309073!4d-49.2679722!16s%2Fg%2F11rvhjrr5_!19sChIJj39NIlHl3JQRmcGSxJbFpKE,,No website found,,,,Empresa de energia solar,"R. Mal. Deodoro, 450 - 4 andar - Centro, Curitiba - PR, 80010-010, Brasil",+55 41 98779-2850,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Hiperlight Solar Banho e Solar Piscina Curitiba,https://www.google.com/maps/place/Hiperlight+Solar+Banho+e+Solar+Piscina+Curitiba/data=!4m7!3m6!1s0x94dce54969971679:0x42dca4ff09bb53f8!8m2!3d-25.4450247!4d-49.2255351!16s%2Fg%2F11jfcblgq_!19sChIJeRaXaUnl3JQR-FO7Cf-k3EI,,No website found,,,,Fornecedor de equipamentos a energia solar,"R. Luiz França, 526 - Cajuru, Curitiba - PR, 82900-250, Brasil",+55 41 99264-9970,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Gena Energia Solar,https://www.google.com/maps/place/Gena+Energia+Solar/data=!4m7!3m6!1s0x94dce3c3b67d23e1:0xaeadda2c363abd2d!8m2!3d-25.4338779!4d-49.3696163!16s%2Fg%2F11c48sqzkd!19sChIJ4SN9tsPj3JQRLb06Nizara4,http://gena.com.br/,Data found,,"4,5",8,Empresa de energia solar,"Rua Engenheiro Sady Souza, 450 - Cidade Industrial de Curitiba, Curitiba - PR, 81290-020, Brasil",+55 41 98774-7669,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",comercial@gena.com.br,
SOLAR CURITIBA ENERGIAS RENOVAVEIS LTDA,https://www.google.com/maps/place/SOLAR+CURITIBA+ENERGIAS+RENOVAVEIS+LTDA/data=!4m7!3m6!1s0x94dcfb2461eee447:0x6f348d14776e8c91!8m2!3d-25.4993809!4d-49.2593367!16s%2Fg%2F11rgnx7hbw!19sChIJR-TuYST73JQRkYxudxSNNG8,http://solarcwb.com/,Data found,,,,Fornecedor de equipamentos a energia solar,"Rua Álvaro Bello Sovinski, 48 - Xaxim, Curitiba - PR, 81710-550, Brasil",+55 41 98860-1125,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,(41) 98860-1125
F&R ENERGIA SOLAR,https://www.google.com/maps/place/F%26R+ENERGIA+SOLAR/data=!4m7!3m6!1s0x94dcfd938cd8378b:0x1c7077ac21cb5e31!8m2!3d-25.5293249!4d-49.2928154!16s%2Fg%2F11s354w46c!19sChIJizfYjJP93JQRMV7LIax3cBw,https://frsolareng.com.br/,Data found,,"5,0",9,Fornecedor de equipamentos a energia solar,"Rua Joaquim Ferreira Bello, 114 - Pinheirinho, Curitiba - PR, 81870-120, Brasil",+55 41 3398-1345,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@frsolareng.com.br,(41) 3398-1345
TMX Energia Solar | Energia Solar Fotovoltaica,https://www.google.com/maps/place/TMX+Energia+Solar+%7C+Energia+Solar+Fotovoltaica/data=!4m7!3m6!1s0x94dce40327995555:0xa3f569ef566efb68!8m2!3d-25.4147602!4d-49.2747767!16s%2Fg%2F11jypx80b0!19sChIJVVWZJwPk3JQRaPtuVu9p9aM,https://www.energiasolartmx.com.br/contato,Data found,,,,Fornecedor de equipamentos a energia solar,"R. Domingos Nascimento, 500 - Bom Retiro, Curitiba - PR, 80520-200, Brasil",+55 41 99192-0082,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@energiasolartmx.com.br,(41) 99192-0082
Recurso Solar - Empresa de projetos e instalações.,https://www.google.com/maps/place/Recurso+Solar+-+Empresa+de+projetos+e+instala%C3%A7%C3%B5es./data=!4m7!3m6!1s0x94dce576e698909d:0x1572a03cdea88382!8m2!3d-25.446208!4d-49.211887!16s%2Fg%2F11bwc51b7_!19sChIJnZCY5nbl3JQRgoOo3jygchU,http://www.recursosolar.com/,Data found,,"5,0",3,Fornecedor de equipamentos a energia solar,"R. Natal, 273 - Cajuru, Curitiba - PR, 82920-000, Brasil",+55 41 3264-1086,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",ventas@recursosolar.com,
Hitech Energia Solar Engenharia,https://www.google.com/maps/place/Hitech+Energia+Solar+Engenharia/data=!4m7!3m6!1s0x94dce5ea1e220b1b:0xe0e62395366f0039!8m2!3d-25.4387379!4d-49.2308986!16s%2Fg%2F11t2t_52lb!19sChIJGwsiHurl3JQROQBvNpUj5uA,http://www.hitechenergiasolar.com.br/,Data found,,"5,0",3,Fornecedor de equipamentos a energia solar,"Rua Delegado Leopoldo Belczack,500, Loja 02 - Capão da Imbuia, Curitiba - PR, 82800-220, Brasil",+55 41 99263-2106,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,41 3243-0279
Projecta Energia Solar,https://www.google.com/maps/place/Projecta+Energia+Solar/data=!4m7!3m6!1s0x94dcf0e292495555:0x7a56ce9a4ce998c!8m2!3d-25.4219461!4d-49.267326!16s%2Fg%2F11rhbrpzys!19sChIJVVVJkuLw3JQRjJnOpOlspQc,https://www.projectaenergiasolar.com.br/,Data found,,"5,0",1,Fornecedor de equipamentos a energia solar,"R. da Glória, 72 - Alto da Glória, Curitiba - PR, 80030-060, Brasil",+55 41 99944-2021,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",projectaenergiasolar@gmail.com,(41) 99944-2021
Ellun Energia Solar,https://www.google.com/maps/place/Ellun+Energia+Solar/data=!4m7!3m6!1s0x94dce38a46bfcd77:0xecd1e590c04f84a4!8m2!3d-25.4320377!4d-49.297376!16s%2Fg%2F11s3dgg79x!19sChIJd82_Rorj3JQRpIRPwJDl0ew,,No website found,,"5,0",1,Fornecedor de equipamentos a energia solar,"R. Padre Anchieta, 1856 - Mercês, Curitiba - PR, 80730-020, Brasil",+55 41 99114-6816,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,
Ember Solar,https://www.google.com/maps/place/Ember+Solar/data=!4m7!3m6!1s0x94dce49b51a40001:0x734a0bb4ff6c8250!8m2!3d-25.4682707!4d-49.2830289!16s%2Fg%2F11p77dzq50!19sChIJAQCkUZvk3JQRUIJs_7QLSnM,https://www.embersolar.com.br/contato/,Data found,,"5,0",21,Fornecedor de equipamentos a energia solar,"R. Maranhão, 1039 - Água Verde, Curitiba - PR, 80610-000, Brasil",+55 41 3328-4548,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",ember@embersolar.com.br,(41) 3328-4548
O&M Solar,https://www.google.com/maps/place/O%26M+Solar/data=!4m7!3m6!1s0x94dce22f143eaaab:0xdee00cac74fd7e06!8m2!3d-25.4372217!4d-49.3289009!16s%2Fg%2F11l9lzggyf!19sChIJq6o-FC_i3JQRBn79dKwM4N4,https://oemsolar.com.br/,Data found,,"5,0",11,Fornecedor de equipamentos a energia solar,"Rua Grã Nicco, 113 - Bloco 4 - 4º Andar - Mossunguê, Curitiba - PR, 81200-200, Brasil",+55 41 98776-4802,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",comercial@oemsolar.com.br,(41) 3538-8952
Midori Solar,https://www.google.com/maps/place/Midori+Solar/data=!4m7!3m6!1s0x94dce51ebf517ed9:0x8776f1662dc3829f!8m2!3d-25.3950513!4d-49.208179!16s%2Fg%2F11j7w3z8nj!19sChIJ2X5Rvx7l3JQRn4LDLWbxdoc,http://www.midorisolar.com.br/,Data found,,,,Fornecedor de equipamentos a energia solar,"Rua Gastão Luiz Cruls, 294 - Bairro Alto, Curitiba - PR, 82840-180, Brasil",+55 41 99107-3373,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@midorisolar.com.br,+55 41 9 9513-8333
Energia solar,https://www.google.com/maps/place/Energia+solar/data=!4m7!3m6!1s0x94dce37f9817cf6d:0xf4f721a5f80ffab7!8m2!3d-25.4563252!4d-49.2861461!16s%2Fg%2F11jvmq7ffk!19sChIJbc8XmH_j3JQRt_oP-KUh9_Q,http://sunlabs.com.br/,Data found,,,,Empresa de energia solar,"Rua Guilherme Pugsley, 1158 - APTO 108 - Água Verde, Curitiba - PR, 80620-000, Brasil",,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",contato@sunlabs.com.br,41 98849-3442
Energil Energia Solar,https://www.google.com/maps/place/Energil+Energia+Solar/data=!4m7!3m6!1s0x94dcfb7524c4199f:0xa0dde27670cdb51a!8m2!3d-25.5349163!4d-49.2741334!16s%2Fg%2F11q89r4tsr!19sChIJnxnEJHX73JQRGrXNcHbi3aA,https://energilenergiasolar.negocio.site/?utm_source=gmb&utm_medium=referral,Data found,,"5,0",1,Equipamentos e soluções de energia,"Rua Balsa Nova, 84 - Sítio Cercado, Curitiba - PR, 81900-070, Brasil",+55 41 99830-6876,"https://www.google.com/maps/search/energia+solar+em+curitiba/@-25.4572096,-49.3575847,12z/data=!3m1!4b1?entry=ttu",,(41) 98417-3270
